"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-02-05 19:16:42 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2009,Germany,Lebanon,Asylum-seekers,624
2009,Germany,Lebanon,"Refugees (incl. refugee-like situations)",12950
2009,Germany,Liberia,Asylum-seekers,35
2009,Germany,Liberia,"Refugees (incl. refugee-like situations)",357
2009,Germany,Libya,Asylum-seekers,23
2009,Germany,Libya,"Refugees (incl. refugee-like situations)",571
2009,Germany,"Sri Lanka",Asylum-seekers,748
2009,Germany,"Sri Lanka","Refugees (incl. refugee-like situations)",12248
2009,Germany,Lesotho,"Refugees (incl. refugee-like situations)",2
2009,Germany,Lithuania,Asylum-seekers,5
2009,Germany,Lithuania,"Refugees (incl. refugee-like situations)",208
2009,Germany,Luxembourg,Asylum-seekers,1
2009,Germany,Latvia,Asylum-seekers,13
2009,Germany,Latvia,"Refugees (incl. refugee-like situations)",468
2009,Germany,Morocco,Asylum-seekers,208
2009,Germany,Morocco,"Refugees (incl. refugee-like situations)",1530
2009,Germany,Monaco,"Refugees (incl. refugee-like situations)",1
2009,Germany,"Rep. of Moldova",Asylum-seekers,37
2009,Germany,"Rep. of Moldova","Refugees (incl. refugee-like situations)",4041
2009,Germany,Madagascar,Asylum-seekers,1
2009,Germany,Madagascar,"Refugees (incl. refugee-like situations)",15
2009,Germany,Mexico,Asylum-seekers,1
2009,Germany,Mexico,"Refugees (incl. refugee-like situations)",32
2009,Germany,"The former Yugoslav Republic of Macedonia",Asylum-seekers,167
2009,Germany,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",6081
2009,Germany,Mali,Asylum-seekers,17
2009,Germany,Mali,"Refugees (incl. refugee-like situations)",72
2009,Germany,Malta,"Refugees (incl. refugee-like situations)",2
2009,Germany,Myanmar,Asylum-seekers,69
2009,Germany,Myanmar,"Refugees (incl. refugee-like situations)",756
2009,Germany,Montenegro,Asylum-seekers,93
2009,Germany,Montenegro,"Refugees (incl. refugee-like situations)",2425
2009,Germany,Mongolia,Asylum-seekers,31
2009,Germany,Mongolia,"Refugees (incl. refugee-like situations)",178
2009,Germany,Mozambique,Asylum-seekers,1
2009,Germany,Mozambique,"Refugees (incl. refugee-like situations)",92
2009,Germany,Mauritania,Asylum-seekers,5
2009,Germany,Mauritania,"Refugees (incl. refugee-like situations)",47
2009,Germany,Mauritius,Asylum-seekers,0
2009,Germany,Mauritius,"Refugees (incl. refugee-like situations)",1
2009,Germany,Malawi,"Refugees (incl. refugee-like situations)",2
2009,Germany,Malaysia,Asylum-seekers,3
2009,Germany,Malaysia,"Refugees (incl. refugee-like situations)",27
2009,Germany,Namibia,"Refugees (incl. refugee-like situations)",7
2009,Germany,Niger,Asylum-seekers,29
2009,Germany,Niger,"Refugees (incl. refugee-like situations)",192
2009,Germany,Nigeria,Asylum-seekers,1119
2009,Germany,Nigeria,"Refugees (incl. refugee-like situations)",2640
2009,Germany,Nicaragua,"Refugees (incl. refugee-like situations)",7
2009,Germany,Netherlands,Asylum-seekers,7
2009,Germany,Netherlands,"Refugees (incl. refugee-like situations)",7
2009,Germany,Nepal,Asylum-seekers,37
2009,Germany,Nepal,"Refugees (incl. refugee-like situations)",350
2009,Germany,"New Zealand","Refugees (incl. refugee-like situations)",9
2009,Germany,Oman,"Refugees (incl. refugee-like situations)",42
2009,Germany,Pakistan,Asylum-seekers,829
2009,Germany,Pakistan,"Refugees (incl. refugee-like situations)",7383
2009,Germany,Panama,"Refugees (incl. refugee-like situations)",3
2009,Germany,Peru,Asylum-seekers,3
2009,Germany,Peru,"Refugees (incl. refugee-like situations)",221
2009,Germany,Philippines,Asylum-seekers,6
2009,Germany,Philippines,"Refugees (incl. refugee-like situations)",216
2009,Germany,Poland,Asylum-seekers,9
2009,Germany,Poland,"Refugees (incl. refugee-like situations)",743
2009,Germany,"Dem. People's Rep. of Korea",Asylum-seekers,14
2009,Germany,"Dem. People's Rep. of Korea","Refugees (incl. refugee-like situations)",156
2009,Germany,Portugal,"Refugees (incl. refugee-like situations)",4
2009,Germany,Paraguay,"Refugees (incl. refugee-like situations)",7
2009,Germany,Qatar,"Refugees (incl. refugee-like situations)",55
2009,Germany,Romania,Asylum-seekers,9
2009,Germany,Romania,"Refugees (incl. refugee-like situations)",674
2009,Germany,"Russian Federation",Asylum-seekers,1948
2009,Germany,"Russian Federation","Refugees (incl. refugee-like situations)",37642
2009,Germany,Rwanda,Asylum-seekers,49
2009,Germany,Rwanda,"Refugees (incl. refugee-like situations)",224
2009,Germany,"Saudi Arabia",Asylum-seekers,1
2009,Germany,"Saudi Arabia","Refugees (incl. refugee-like situations)",364
2009,Germany,Sudan,Asylum-seekers,133
2009,Germany,Sudan,"Refugees (incl. refugee-like situations)",546
2009,Germany,Senegal,Asylum-seekers,36
2009,Germany,Senegal,"Refugees (incl. refugee-like situations)",152
2009,Germany,Singapore,"Refugees (incl. refugee-like situations)",9
2009,Germany,"Sierra Leone",Asylum-seekers,209
2009,Germany,"Sierra Leone","Refugees (incl. refugee-like situations)",686
2009,Germany,"El Salvador",Asylum-seekers,1
2009,Germany,"El Salvador","Refugees (incl. refugee-like situations)",12
2009,Germany,Somalia,Asylum-seekers,326
2009,Germany,Somalia,"Refugees (incl. refugee-like situations)",2407
2009,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,3756
2009,Germany,"Serbia and Kosovo (S/RES/1244 (1999))","Others of concern",10000
2009,Germany,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",123700
2009,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",Returnees,374
2009,Germany,Suriname,"Refugees (incl. refugee-like situations)",1
2009,Germany,Slovakia,Asylum-seekers,1
2009,Germany,Slovakia,"Refugees (incl. refugee-like situations)",32
2009,Germany,Slovenia,"Refugees (incl. refugee-like situations)",15
2009,Germany,Sweden,Asylum-seekers,0
2009,Germany,Sweden,"Refugees (incl. refugee-like situations)",1
2009,Germany,Swaziland,Asylum-seekers,0
2009,Germany,Seychelles,Asylum-seekers,1
2009,Germany,Seychelles,"Refugees (incl. refugee-like situations)",1
2009,Germany,"Syrian Arab Rep.",Asylum-seekers,1811
2009,Germany,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",10217
2009,Germany,Chad,Asylum-seekers,6
2009,Germany,Chad,"Refugees (incl. refugee-like situations)",39
2009,Germany,Togo,Asylum-seekers,204
2009,Germany,Togo,"Refugees (incl. refugee-like situations)",4592
2009,Germany,Thailand,Asylum-seekers,3
2009,Germany,Thailand,"Refugees (incl. refugee-like situations)",235
2009,Germany,Tajikistan,Asylum-seekers,62
2009,Germany,Tajikistan,"Refugees (incl. refugee-like situations)",129
2009,Germany,Turkmenistan,Asylum-seekers,8
2009,Germany,Turkmenistan,"Refugees (incl. refugee-like situations)",210
2009,Germany,"Trinidad and Tobago","Refugees (incl. refugee-like situations)",1
2009,Germany,Tunisia,Asylum-seekers,118
2009,Germany,Tunisia,"Refugees (incl. refugee-like situations)",772
2009,Germany,Turkey,Asylum-seekers,3141
2009,Germany,Turkey,"Refugees (incl. refugee-like situations)",101068
2009,Germany,"United Rep. of Tanzania",Asylum-seekers,3
2009,Germany,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",30
2009,Germany,Uganda,Asylum-seekers,70
2009,Germany,Uganda,"Refugees (incl. refugee-like situations)",260
2009,Germany,Ukraine,Asylum-seekers,73
2009,Germany,Ukraine,"Refugees (incl. refugee-like situations)",18412
2009,Germany,Uruguay,"Refugees (incl. refugee-like situations)",10
2009,Germany,"United States of America",Asylum-seekers,3
2009,Germany,"United States of America","Refugees (incl. refugee-like situations)",298
2009,Germany,Uzbekistan,Asylum-seekers,23
2009,Germany,Uzbekistan,"Refugees (incl. refugee-like situations)",1933
2009,Germany,"Saint Vincent and the Grenadines","Refugees (incl. refugee-like situations)",1
2009,Germany,"Venezuela (Bolivarian Republic of)",Asylum-seekers,6
2009,Germany,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",35
2009,Germany,"Viet Nam",Asylum-seekers,624
2009,Germany,"Viet Nam","Refugees (incl. refugee-like situations)",25215
2009,Germany,Stateless,Asylum-seekers,172
2009,Germany,Stateless,"Refugees (incl. refugee-like situations)",5097
2009,Germany,Various/Unknown,Asylum-seekers,1382
2009,Germany,Various/Unknown,"Refugees (incl. refugee-like situations)",14447
2009,Germany,Yemen,Asylum-seekers,56
2009,Germany,Yemen,"Refugees (incl. refugee-like situations)",396
2009,Germany,"South Africa",Asylum-seekers,6
2009,Germany,"South Africa","Refugees (incl. refugee-like situations)",51
2009,Germany,Zambia,Asylum-seekers,2
2009,Germany,Zambia,"Refugees (incl. refugee-like situations)",12
2009,Germany,Zimbabwe,Asylum-seekers,71
2009,Germany,Zimbabwe,"Refugees (incl. refugee-like situations)",42
2010,Germany,Afghanistan,Asylum-seekers,7024
2010,Germany,Afghanistan,"Others of concern",1073
2010,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",30404
2010,Germany,Angola,Asylum-seekers,174
2010,Germany,Angola,"Refugees (incl. refugee-like situations)",3321
2010,Germany,Albania,Asylum-seekers,66
2010,Germany,Albania,"Refugees (incl. refugee-like situations)",2275
2010,Germany,"United Arab Emirates",Asylum-seekers,3
2010,Germany,"United Arab Emirates","Refugees (incl. refugee-like situations)",367
2010,Germany,Argentina,"Refugees (incl. refugee-like situations)",32
2010,Germany,Armenia,Asylum-seekers,658
2010,Germany,Armenia,"Refugees (incl. refugee-like situations)",3918
2010,Germany,"Antigua and Barbuda","Refugees (incl. refugee-like situations)",1
2010,Germany,Australia,Asylum-seekers,0
2010,Germany,Australia,"Refugees (incl. refugee-like situations)",33
2010,Germany,Austria,"Refugees (incl. refugee-like situations)",2
2010,Germany,Azerbaijan,Asylum-seekers,1116
2010,Germany,Azerbaijan,"Refugees (incl. refugee-like situations)",6326
2010,Germany,Burundi,Asylum-seekers,20
2010,Germany,Burundi,"Refugees (incl. refugee-like situations)",138
2010,Germany,Belgium,Asylum-seekers,1
2010,Germany,Belgium,"Refugees (incl. refugee-like situations)",6
2010,Germany,Benin,Asylum-seekers,117
2010,Germany,Benin,"Refugees (incl. refugee-like situations)",181
2010,Germany,"Burkina Faso",Asylum-seekers,79
2010,Germany,"Burkina Faso","Refugees (incl. refugee-like situations)",208
2010,Germany,Bangladesh,Asylum-seekers,129
2010,Germany,Bangladesh,"Refugees (incl. refugee-like situations)",935
2010,Germany,Bulgaria,Asylum-seekers,15
2010,Germany,Bulgaria,"Refugees (incl. refugee-like situations)",192
2010,Germany,Bahrain,"Refugees (incl. refugee-like situations)",37
2010,Germany,"Bosnia and Herzegovina",Asylum-seekers,397
2010,Germany,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",24622
2010,Germany,"Bosnia and Herzegovina",Returnees,176
2010,Germany,Belarus,Asylum-seekers,64
2010,Germany,Belarus,"Refugees (incl. refugee-like situations)",1842
2010,Germany,Belize,"Refugees (incl. refugee-like situations)",1
2010,Germany,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",28
2010,Germany,Brazil,Asylum-seekers,0
2010,Germany,Brazil,"Refugees (incl. refugee-like situations)",143
2010,Germany,Barbados,"Refugees (incl. refugee-like situations)",2
2010,Germany,Bhutan,Asylum-seekers,12
2010,Germany,Bhutan,"Refugees (incl. refugee-like situations)",83
2010,Germany,Botswana,Asylum-seekers,2
2010,Germany,Botswana,"Refugees (incl. refugee-like situations)",3
2010,Germany,"Central African Rep.",Asylum-seekers,0
2010,Germany,"Central African Rep.","Refugees (incl. refugee-like situations)",14
2010,Germany,Canada,"Refugees (incl. refugee-like situations)",46
2010,Germany,Switzerland,"Refugees (incl. refugee-like situations)",3
2010,Germany,Chile,Asylum-seekers,5
2010,Germany,Chile,"Refugees (incl. refugee-like situations)",423
2010,Germany,China,Asylum-seekers,547
2010,Germany,China,"Refugees (incl. refugee-like situations)",3752
2010,Germany,"Côte d'Ivoire",Asylum-seekers,110
2010,Germany,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",493
2010,Germany,Cameroon,Asylum-seekers,406
2010,Germany,Cameroon,"Refugees (incl. refugee-like situations)",1236
2010,Germany,"Dem. Rep. of the Congo",Asylum-seekers,465
2010,Germany,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",5587
2010,Germany,Congo,Asylum-seekers,57
2010,Germany,Congo,"Refugees (incl. refugee-like situations)",608
2010,Germany,Colombia,Asylum-seekers,20
2010,Germany,Colombia,"Refugees (incl. refugee-like situations)",253
2010,Germany,Comoros,Asylum-seekers,0
2010,Germany,Comoros,"Refugees (incl. refugee-like situations)",11
2010,Germany,"Cabo Verde",Asylum-seekers,0
2010,Germany,"Cabo Verde","Refugees (incl. refugee-like situations)",5
2010,Germany,"Costa Rica","Refugees (incl. refugee-like situations)",9
2010,Germany,Cuba,Asylum-seekers,23
2010,Germany,Cuba,"Refugees (incl. refugee-like situations)",383
2010,Germany,Cyprus,"Refugees (incl. refugee-like situations)",1
2010,Germany,"Czech Rep.",Asylum-seekers,7
2010,Germany,"Czech Rep.","Refugees (incl. refugee-like situations)",169
2010,Germany,Germany,Stateless,7920
2010,Germany,Djibouti,"Refugees (incl. refugee-like situations)",4
2010,Germany,Dominica,"Refugees (incl. refugee-like situations)",1
2010,Germany,"Dominican Rep.","Refugees (incl. refugee-like situations)",49
2010,Germany,Algeria,Asylum-seekers,426
2010,Germany,Algeria,"Refugees (incl. refugee-like situations)",2283
2010,Germany,Ecuador,Asylum-seekers,3
2010,Germany,Ecuador,"Refugees (incl. refugee-like situations)",124
2010,Germany,Egypt,Asylum-seekers,117
2010,Germany,Egypt,"Refugees (incl. refugee-like situations)",875
2010,Germany,Eritrea,Asylum-seekers,536
2010,Germany,Eritrea,"Refugees (incl. refugee-like situations)",4519
2010,Germany,Spain,Asylum-seekers,1
2010,Germany,Spain,"Refugees (incl. refugee-like situations)",8
2010,Germany,Estonia,Asylum-seekers,0
2010,Germany,Estonia,"Refugees (incl. refugee-like situations)",84
2010,Germany,Ethiopia,Asylum-seekers,466
2010,Germany,Ethiopia,"Refugees (incl. refugee-like situations)",4628
2010,Germany,France,Asylum-seekers,1
2010,Germany,France,"Refugees (incl. refugee-like situations)",6
2010,Germany,Gabon,Asylum-seekers,3
2010,Germany,Gabon,"Refugees (incl. refugee-like situations)",11
2010,Germany,"United Kingdom",Asylum-seekers,1
2010,Germany,"United Kingdom","Refugees (incl. refugee-like situations)",9
2010,Germany,Georgia,Asylum-seekers,439
2010,Germany,Georgia,"Refugees (incl. refugee-like situations)",2034
2010,Germany,Ghana,Asylum-seekers,290
2010,Germany,Ghana,"Refugees (incl. refugee-like situations)",4294
2010,Germany,Guinea,Asylum-seekers,397
2010,Germany,Guinea,"Refugees (incl. refugee-like situations)",649
2010,Germany,Gambia,Asylum-seekers,327
2010,Germany,Gambia,"Refugees (incl. refugee-like situations)",469
2010,Germany,Guinea-Bissau,Asylum-seekers,26
2010,Germany,Guinea-Bissau,"Refugees (incl. refugee-like situations)",34
2010,Germany,"Equatorial Guinea",Asylum-seekers,10
2010,Germany,"Equatorial Guinea","Refugees (incl. refugee-like situations)",23
2010,Germany,Greece,Asylum-seekers,2
2010,Germany,Grenada,"Refugees (incl. refugee-like situations)",5
2010,Germany,Guatemala,Asylum-seekers,1
2010,Germany,Guatemala,"Refugees (incl. refugee-like situations)",4
2010,Germany,Guyana,"Refugees (incl. refugee-like situations)",1
2010,Germany,Honduras,Asylum-seekers,3
2010,Germany,Honduras,"Refugees (incl. refugee-like situations)",9
2010,Germany,Croatia,Asylum-seekers,18
2010,Germany,Croatia,"Refugees (incl. refugee-like situations)",4209
2010,Germany,Haiti,Asylum-seekers,3
2010,Germany,Haiti,"Refugees (incl. refugee-like situations)",49
2010,Germany,Hungary,Asylum-seekers,2
2010,Germany,Hungary,"Refugees (incl. refugee-like situations)",130
2010,Germany,Indonesia,Asylum-seekers,1
2010,Germany,Indonesia,"Refugees (incl. refugee-like situations)",117
2010,Germany,India,Asylum-seekers,722
2010,Germany,India,"Refugees (incl. refugee-like situations)",2774
2010,Germany,"Iran (Islamic Rep. of)",Asylum-seekers,3436
2010,Germany,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",20444
2010,Germany,Iraq,Asylum-seekers,5589
2010,Germany,Iraq,"Others of concern",6709
2010,Germany,Iraq,"Refugees (incl. refugee-like situations)",50432
2010,Germany,Iceland,"Refugees (incl. refugee-like situations)",1
2010,Germany,Israel,Asylum-seekers,15
2010,Germany,Israel,"Refugees (incl. refugee-like situations)",339
2010,Germany,Italy,Asylum-seekers,0
2010,Germany,Italy,"Refugees (incl. refugee-like situations)",11
2010,Germany,Jamaica,Asylum-seekers,0
2010,Germany,Jamaica,"Refugees (incl. refugee-like situations)",15
2010,Germany,Jordan,Asylum-seekers,58
2010,Germany,Jordan,"Refugees (incl. refugee-like situations)",828
2010,Germany,Japan,"Refugees (incl. refugee-like situations)",123
2010,Germany,Kazakhstan,Asylum-seekers,32
2010,Germany,Kazakhstan,"Refugees (incl. refugee-like situations)",1675
2010,Germany,Kenya,Asylum-seekers,303
2010,Germany,Kenya,"Refugees (incl. refugee-like situations)",290
2010,Germany,Kyrgyzstan,Asylum-seekers,76
2010,Germany,Kyrgyzstan,"Refugees (incl. refugee-like situations)",1412
2010,Germany,Cambodia,Asylum-seekers,17
2010,Germany,Cambodia,"Refugees (incl. refugee-like situations)",157
2010,Germany,"Rep. of Korea",Asylum-seekers,2
2010,Germany,"Rep. of Korea","Refugees (incl. refugee-like situations)",218
2010,Germany,Kuwait,Asylum-seekers,0
2010,Germany,Kuwait,"Refugees (incl. refugee-like situations)",162
2010,Germany,"Lao People's Dem. Rep.",Asylum-seekers,2
2010,Germany,"Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)",176
2010,Germany,Lebanon,Asylum-seekers,487
2010,Germany,Lebanon,"Refugees (incl. refugee-like situations)",12514
2010,Germany,Liberia,Asylum-seekers,33
2010,Germany,Liberia,"Refugees (incl. refugee-like situations)",324
2010,Germany,Libya,Asylum-seekers,27
2010,Germany,Libya,"Refugees (incl. refugee-like situations)",636
2010,Germany,Liechtenstein,Asylum-seekers,1
2010,Germany,"Sri Lanka",Asylum-seekers,687
2010,Germany,"Sri Lanka","Refugees (incl. refugee-like situations)",12057
